-1.000000000000000021e-03,-2.800000000000000058e-02,-2.800000000000000058e-02,1.400000000000000029e-02,1.400000000000000029e-02,-2.800000000000000058e-02,6.500000000000000222e-02,7.599999999999999811e-02,-2.999999999999999889e-02,-8.999999999999999320e-03,-2.560000000000000053e-01,-4.969999999999999973e-01
-6.199999999999999956e-02,1.000000000000000021e-03,6.300000000000000044e-02,3.099999999999999978e-02,-6.300000000000000044e-02,3.200000000000000067e-02,1.010000000000000064e-01,1.229999999999999982e-01,2.299999999999999961e-02,5.099999999999999672e-02,-2.139999999999999958e-01,-4.789999999999999813e-01
-8.400000000000000522e-02,3.899999999999999994e-02,1.229999999999999982e-01,2.199999999999999872e-02,-1.029999999999999943e-01,8.100000000000000255e-02,1.330000000000000071e-01,1.590000000000000024e-01,6.400000000000000133e-02,9.900000000000000466e-02,-1.680000000000000104e-01,-4.400000000000000022e-01
-1.000000000000000056e-01,5.500000000000000028e-02,1.549999999999999989e-01,2.199999999999999872e-02,-1.280000000000000027e-01,1.049999999999999961e-01,1.489999999999999936e-01,1.779999999999999916e-01,7.599999999999999811e-02,1.140000000000000041e-01,-1.549999999999999989e-01,-3.970000000000000195e-01
-1.079999999999999988e-01,6.700000000000000400e-02,1.749999999999999889e-01,2.100000000000000130e-02,-1.419999999999999873e-01,1.199999999999999956e-01,1.509999999999999953e-01,1.809999999999999942e-01,9.800000000000000377e-02,1.300000000000000044e-01,-1.429999999999999882e-01,-4.010000000000000231e-01
-1.140000000000000041e-01,6.700000000000000400e-02,1.809999999999999942e-01,2.299999999999999961e-02,-1.479999999999999927e-01,1.239999999999999991e-01,1.469999999999999918e-01,1.880000000000000004e-01,1.000000000000000056e-01,1.270000000000000018e-01,-1.360000000000000098e-01,-4.030000000000000249e-01
-1.010000000000000064e-01,7.699999999999999900e-02,1.779999999999999916e-01,1.200000000000000025e-02,-1.400000000000000133e-01,1.270000000000000018e-01,1.590000000000000024e-01,1.920000000000000040e-01,1.110000000000000014e-01,1.439999999999999891e-01,-1.280000000000000027e-01,-3.950000000000000178e-01
-1.089999999999999997e-01,8.100000000000000255e-02,1.890000000000000013e-01,1.400000000000000029e-02,-1.489999999999999936e-01,1.350000000000000089e-01,1.719999999999999862e-01,2.069999999999999896e-01,1.229999999999999982e-01,1.630000000000000060e-01,-1.199999999999999956e-01,-3.910000000000000142e-01
-1.140000000000000041e-01,8.000000000000000167e-02,1.940000000000000058e-01,1.700000000000000122e-02,-1.539999999999999980e-01,1.370000000000000107e-01,1.690000000000000113e-01,2.210000000000000020e-01,1.179999999999999938e-01,1.590000000000000024e-01,-1.160000000000000059e-01,-3.840000000000000080e-01
-1.049999999999999961e-01,8.000000000000000167e-02,1.849999999999999978e-01,1.200000000000000025e-02,-1.449999999999999900e-01,1.320000000000000062e-01,1.710000000000000131e-01,2.200000000000000011e-01,1.219999999999999973e-01,1.610000000000000042e-01,-1.110000000000000014e-01,-3.800000000000000044e-01
-1.199999999999999956e-01,8.000000000000000167e-02,2.010000000000000120e-01,2.000000000000000042e-02,-1.600000000000000033e-01,1.400000000000000133e-01,1.690000000000000113e-01,2.190000000000000002e-01,1.189999999999999947e-01,1.600000000000000033e-01,-1.089999999999999997e-01,-3.739999999999999991e-01
-1.140000000000000041e-01,9.299999999999999933e-02,2.069999999999999896e-01,1.000000000000000021e-02,-1.610000000000000042e-01,1.499999999999999944e-01,1.710000000000000131e-01,2.220000000000000029e-01,1.199999999999999956e-01,1.600000000000000033e-01,-1.039999999999999952e-01,-3.679999999999999938e-01
-1.089999999999999997e-01,9.500000000000000111e-02,2.039999999999999869e-01,6.000000000000000125e-03,-1.570000000000000007e-01,1.499999999999999944e-01,1.759999999999999898e-01,2.369999999999999885e-01,1.320000000000000062e-01,1.630000000000000060e-01,-1.010000000000000064e-01,-3.639999999999999902e-01
